timestamp,open,high,low,close,volume
2025-08-17 00:00:00,1.25,1.2538701733061748,1.248375782920976,1.249608015475788,1721
2025-08-17 00:01:00,1.2489710093714996,1.251796522146297,1.2443415677667276,1.2494785138306521,1032
2025-08-17 00:02:00,1.2440741211323845,1.2486659242042584,1.2404233181776607,1.2431867996881092,1414
2025-08-17 00:03:00,1.2462760280707104,1.250733777765542,1.2452086111759109,1.2475234713751573,1127
2025-08-17 00:04:00,1.2449344090238088,1.245631142632281,1.2433608858532297,1.2458112483074792,1243
2025-08-17 00:05:00,1.2441523040133036,1.248243214880183,1.243100241017199,1.2446948565918237,1978
2025-08-17 00:06:00,1.2480062343344824,1.2504615026266273,1.2461063404493065,1.2471290459018294,1549
2025-08-17 00:07:00,1.2438037799329196,1.2465675649207228,1.2396693934880945,1.2418564040026732,1943
2025-08-17 00:08:00,1.246154863167495,1.2495896278874503,1.243476624035474,1.2449782626315526,1730
2025-08-17 00:09:00,1.2451891553596681,1.249918184869469,1.2426672206250087,1.2466439714715216,1553
2025-08-17 00:10:00,1.2418402074146497,1.2447266141439286,1.241283690146803,1.2420566569277183,1688
2025-08-17 00:11:00,1.2375241776988506,1.241957409244539,1.2355216286854307,1.2388802634289722,1104
2025-08-17 00:12:00,1.235226219764159,1.2354331113320423,1.234037023602663,1.2347549632934354,1779
2025-08-17 00:13:00,1.2364118001479318,1.2399052798197705,1.2314636367545178,1.235094080052647,1615
2025-08-17 00:14:00,1.2372874094956998,1.2376448438739815,1.2340034784735472,1.2376917799881528,1429
2025-08-17 00:15:00,1.2396125188377538,1.2431197844863493,1.2349849259090846,1.2412920130150213,1929
2025-08-17 00:16:00,1.2372799046089344,1.2409661820572828,1.235085066900138,1.2359419018787743,1259
2025-08-17 00:17:00,1.238963001910693,1.240786414792026,1.2363541529840167,1.2399706219426925,1162
2025-08-17 00:18:00,1.2341309176700632,1.2350476134645194,1.2316981282762083,1.2337415422323692,1159
2025-08-17 00:19:00,1.230506387133878,1.2343341193080475,1.2295160435477748,1.2323157264458071,1752
2025-08-17 00:20:00,1.2351688096979567,1.2363827696534608,1.2302289727120697,1.23681386752278,1207
2025-08-17 00:21:00,1.2378663033340225,1.238007555457715,1.2362233752200755,1.238294468106027,1564
2025-08-17 00:22:00,1.2330724123302381,1.2358772964750955,1.2290112566954485,1.2339768882508861,1048
2025-08-17 00:23:00,1.237587374750625,1.2407443615010252,1.2353785701284807,1.2377801827813963,1337
2025-08-17 00:24:00,1.2398389088038861,1.2431468688874932,1.2361073941511427,1.24147375099316,1521
